aria_account_id,aria_account_type,aria_product_name,aria_open_date,aria_open_channel,aria_status,aria_initial_balance,aria_current_balance,aria_loan_amount,aria_loan_release_date,aria_loan_maturity_date,aria_peak_activity_period
aria_acct_000054,Checking,PREFERRED CHECKING,2021-03-06 00:00:00,Online,ACTIVE,0,14120,,,,Afternoon
aria_acct_000055,Savings,Trust Savings Account,2024-05-22 00:00:00,Online,ACTIVE,0,29877,,,,Morning
aria_acct_000056,Loan,Line of Credit,2019-04-02 00:00:00,Online,ACTIVE,0,0,13997.0,2019-04-02 00:00:00,2026-09-01 00:00:00,Morning
aria_acct_000057,Checking,PREFERRED CHECKING,2013-05-12 00:00:00,In-Person,CLOSED,0,62591,,,,Morning
aria_acct_000058,Savings,POD Savings Account,2025-08-22 00:00:00,Online,ACTIVE,0,20399,,,,Afternoon
aria_acct_000059,Checking,PREMIER CHECKING,2021-08-31 00:00:00,Phone,ACTIVE,0,21973,,,,Afternoon
aria_acct_000060,Savings,Trust Savings Account,2024-11-11 00:00:00,Mobile,ACTIVE,0,8704,,,,Morning
aria_acct_000061,Credit Card,SR Visa Signature Rewards,2024-01-21 00:00:00,In-Person,ACTIVE,0,12716,,,,Evening
aria_acct_000062,Checking,PREFERRED CHECKING,2024-10-17 00:00:00,Online,ACTIVE,0,35032,,,,Afternoon
aria_acct_000063,Savings,Money Market Savings,2007-07-02 00:00:00,Phone,ACTIVE,0,15879,,,,Evening
aria_acct_000064,Loan,Line of Credit,2025-05-08 00:00:00,Online,ACTIVE,0,0,83044.0,2025-05-08 00:00:00,2031-06-04 00:00:00,Morning
aria_acct_000065,Checking,ICHECKING,2025-06-14 00:00:00,Mobile,ACTIVE,0,17562,,,,Evening
aria_acct_000066,Savings,Trust Savings Account,2015-06-18 00:00:00,In-Person,CLOSED,0,2396,,,,Morning
aria_acct_000067,Credit Card,SR Visa Signature Rewards,2021-07-21 00:00:00,Referral,ACTIVE,0,2034,,,,Afternoon
aria_acct_000068,Checking,PREMIER CHECKING,2015-03-08 00:00:00,Online,ACTIVE,0,56951,,,,Morning
aria_acct_000069,Savings,Trust Savings Account,2015-06-18 00:00:00,In-Person,CLOSED,0,1949,,,,Morning
aria_acct_000070,Checking,PREMIER CHECKING,2023-03-18 00:00:00,Referral,ACTIVE,0,8140,,,,Evening
aria_acct_000071,Checking,PREFERRED CHECKING,2018-05-05 00:00:00,Online,ACTIVE,0,27713,,,,Morning
aria_acct_000072,Savings,Money Market Savings,2023-01-06 00:00:00,Mobile,ACTIVE,0,62670,,,,Morning
aria_acct_000073,Checking,PREFERRED CHECKING,2011-09-02 00:00:00,In-Person,ACTIVE,0,13327,,,,Afternoon
aria_acct_000074,Foreign Currency,Foreign Currency Account,2014-09-25 00:00:00,Phone,ACTIVE,0,8035,,,,Evening
aria_acct_000075,Checking,ICHECKING,2012-03-30 00:00:00,In-Person,ACTIVE,0,77959,,,,Afternoon
aria_acct_000076,Checking,Checking Account,2020-09-05 00:00:00,Mobile,ACTIVE,0,1243,,,,Afternoon
aria_acct_000077,Savings,Trust Savings Account,2022-07-05 00:00:00,Mobile,ACTIVE,0,6868,,,,Evening
aria_acct_000078,Checking,ICHECKING,2022-04-17 00:00:00,In-Person,ACTIVE,0,38342,,,,Evening
aria_acct_000079,Savings,Money Market Savings,2025-11-05 00:00:00,Online,ACTIVE,0,18072,,,,Evening
aria_acct_000080,Credit Card,SR Visa Signature Rewards,2020-01-08 00:00:00,Online,ACTIVE,0,45197,,,,Morning
aria_acct_000081,Checking,ICHECKING,2012-03-05 00:00:00,In-Person,ACTIVE,0,15150,,,,Afternoon
aria_acct_000082,Checking,Checking Account,2016-01-28 00:00:00,In-Person,ACTIVE,0,177285,,,,Morning
aria_acct_000083,Savings,Trust Savings Account,2023-06-14 00:00:00,Mobile,ACTIVE,0,57796,,,,Evening
aria_acct_000084,Checking,PREMIER CHECKING,2016-02-24 00:00:00,Mobile,ACTIVE,0,17614,,,,Evening
aria_acct_000085,Checking,Checking Account,2020-12-16 00:00:00,Mobile,ACTIVE,0,36607,,,,Morning
aria_acct_000086,Checking,Checking Account,2024-07-31 00:00:00,Online,ACTIVE,0,18461,,,,Afternoon
aria_acct_000087,Checking,PREFERRED CHECKING,2025-05-03 00:00:00,In-Person,ACTIVE,0,10189,,,,Evening
aria_acct_000088,Savings,Money Market Savings,2019-04-20 00:00:00,Mobile,ACTIVE,0,16986,,,,Evening
aria_acct_000089,Credit Card,PP Visa Platinum Rewards,2015-04-30 00:00:00,In-Person,ACTIVE,0,101802,,,,Afternoon
aria_acct_000090,Loan,Line of Credit,2023-05-12 00:00:00,Mobile,ACTIVE,0,0,68946.0,2023-05-12 00:00:00,2029-09-05 00:00:00,Evening
aria_acct_000091,Checking,Checking Account,2016-07-02 00:00:00,Mobile,ACTIVE,0,24383,,,,Evening
aria_acct_000092,Savings,POD Savings Account,2018-01-06 00:00:00,Mobile,ACTIVE,0,5682,,,,Evening
aria_acct_000093,Checking,ICHECKING,2020-02-24 00:00:00,In-Person,ACTIVE,0,6628,,,,Morning
aria_acct_000094,Savings,Money Market Savings,2010-03-27 00:00:00,In-Person,ACTIVE,0,32229,,,,Afternoon
aria_acct_000095,Checking,PREFERRED CHECKING,2025-01-02 00:00:00,Mobile,ACTIVE,0,844,,,,Afternoon
aria_acct_000096,Loan,LN CR- 60M,2017-08-30 00:00:00,In-Person,ACTIVE,0,0,91396.0,2017-08-30 00:00:00,2023-10-17 00:00:00,Morning
aria_acct_000097,Checking,PREMIER CHECKING,2014-07-04 00:00:00,In-Person,ACTIVE,0,9388,,,,Evening
aria_acct_000098,Credit Card,PP Visa Platinum Rewards,2015-10-21 00:00:00,In-Person,ACTIVE,0,14584,,,,Evening
aria_acct_000099,Checking,PREMIER CHECKING,2023-05-19 00:00:00,Mobile,ACTIVE,0,55172,,,,Morning
aria_acct_000100,Certificate Deposit,Certificate Account 1 Year,2025-08-23 00:00:00,Mobile,ACTIVE,0,6719,,,,Morning
aria_acct_000101,Checking,PREFERRED CHECKING,2024-07-25 00:00:00,Mobile,ACTIVE,0,7748,,,,Afternoon
aria_acct_000102,Credit Card,PP Visa Platinum Rewards,2025-07-17 00:00:00,Mobile,ACTIVE,0,13367,,,,Morning
aria_acct_000103,Checking,PREFERRED CHECKING,2011-08-05 00:00:00,Phone,ACTIVE,0,35916,,,,Morning
aria_acct_000104,Savings,Money Market Savings,2015-04-04 00:00:00,Mobile,ACTIVE,0,4760,,,,Morning
aria_acct_000105,Credit Card,PP Visa Platinum Rewards,2014-03-06 00:00:00,In-Person,ACTIVE,0,88156,,,,Morning
aria_acct_000106,Loan,LN CR- 60M,2010-03-22 00:00:00,Phone,ACTIVE,0,0,36715.0,2010-03-22 00:00:00,2012-09-03 00:00:00,Afternoon
aria_acct_000107,Checking,ICHECKING,2012-08-15 00:00:00,In-Person,ACTIVE,0,5509,,,,Morning
aria_acct_000108,Checking,PREMIER CHECKING,2024-01-07 00:00:00,Mobile,ACTIVE,0,3630,,,,Morning
aria_acct_000109,Savings,Trust Savings Account,2014-09-28 00:00:00,In-Person,ACTIVE,0,5237,,,,Morning
aria_acct_000110,Checking,ICHECKING,2020-03-10 00:00:00,Mobile,ACTIVE,0,49091,,,,Afternoon
aria_acct_000111,Checking,PREFERRED CHECKING,2024-08-23 00:00:00,Mobile,ACTIVE,0,16146,,,,Morning
aria_acct_000112,Credit Card,SR Visa Signature Rewards,2021-02-04 00:00:00,Mobile,ACTIVE,0,47895,,,,Evening
aria_acct_000113,Checking,ICHECKING,2021-04-26 00:00:00,Online,ACTIVE,0,42835,,,,Evening
aria_acct_000114,Savings,Trust Savings Account,2009-06-22 00:00:00,Online,ACTIVE,0,56982,,,,Morning
aria_acct_000115,Credit Card,PP Visa Platinum Rewards,2015-01-01 00:00:00,In-Person,ACTIVE,0,7018,,,,Afternoon
aria_acct_000116,Checking,PREFERRED CHECKING,2022-01-17 00:00:00,Mobile,ACTIVE,0,32978,,,,Afternoon
aria_acct_000117,Savings,POD Savings Account,2015-01-25 00:00:00,Phone,ACTIVE,0,1804,,,,Morning
aria_acct_000118,Checking,ICHECKING,2020-06-08 00:00:00,In-Person,ACTIVE,0,80202,,,,Morning
aria_acct_000119,Savings,POD Savings Account,2022-02-28 00:00:00,Mobile,ACTIVE,0,59633,,,,Evening
aria_acct_000120,Credit Card,PP Visa Platinum Rewards,2018-10-17 00:00:00,Online,ACTIVE,0,180225,,,,Afternoon
aria_acct_000121,Checking,Checking Account,2024-08-29 00:00:00,Mobile,ACTIVE,0,6210,,,,Afternoon
aria_acct_000122,Savings,Trust Savings Account,2021-05-16 00:00:00,Online,ACTIVE,0,1571,,,,Morning
aria_acct_000123,Credit Card,SR Visa Signature Rewards,2025-10-13 00:00:00,Mobile,ACTIVE,0,5842,,,,Morning
aria_acct_000124,Checking,PREFERRED CHECKING,2025-05-01 00:00:00,In-Person,ACTIVE,0,13837,,,,Morning
aria_acct_000125,Credit Card,SR Visa Signature Rewards,2023-05-03 00:00:00,Mobile,ACTIVE,0,9,,,,Afternoon
aria_acct_000126,Loan,Auto Loan,2014-08-30 00:00:00,Phone,ACTIVE,0,0,29206.0,2014-08-30 00:00:00,2020-05-14 00:00:00,Morning
aria_acct_000127,Checking,ICHECKING,2022-08-06 00:00:00,Mobile,ACTIVE,0,13562,,,,Evening
aria_acct_000128,Savings,Trust Savings Account,2020-12-05 00:00:00,Online,ACTIVE,0,3197,,,,Evening
aria_acct_000129,Checking,PREMIER CHECKING,2012-09-06 00:00:00,Phone,ACTIVE,0,27510,,,,Morning
aria_acct_000130,Credit Card,PP Visa Platinum Rewards,2011-05-01 00:00:00,In-Person,ACTIVE,0,85537,,,,Morning
aria_acct_000131,Checking,PREMIER CHECKING,2014-06-17 00:00:00,In-Person,ACTIVE,0,22495,,,,Morning
aria_acct_000132,Savings,Money Market Savings,2022-09-13 00:00:00,Online,ACTIVE,0,37708,,,,Evening
aria_acct_000133,Loan,Auto Loan,2010-07-18 00:00:00,In-Person,ACTIVE,0,0,98103.0,2010-07-18 00:00:00,2016-08-18 00:00:00,Afternoon
aria_acct_000134,Checking,ICHECKING,2022-02-23 00:00:00,Mobile,ACTIVE,0,49434,,,,Afternoon
aria_acct_000135,Savings,Money Market Savings,2022-05-22 00:00:00,Referral,ACTIVE,0,2950,,,,Evening
aria_acct_000136,Checking,PREMIER CHECKING,2020-02-18 00:00:00,Phone,ACTIVE,0,20523,,,,Morning
aria_acct_000137,Savings,POD Savings Account,2019-08-05 00:00:00,Online,ACTIVE,0,18322,,,,Evening
aria_acct_000138,Checking,PREFERRED CHECKING,2020-10-13 00:00:00,Mobile,ACTIVE,0,30801,,,,Evening
aria_acct_000139,Checking,PREFERRED CHECKING,2020-12-27 00:00:00,Online,ACTIVE,0,4670,,,,Morning
aria_acct_000140,Savings,POD Savings Account,2019-06-26 00:00:00,Mobile,ACTIVE,0,57727,,,,Evening
aria_acct_000141,Credit Card,PP Visa Platinum Rewards,2023-08-25 00:00:00,Online,ACTIVE,0,38308,,,,Evening
aria_acct_000142,Loan,Fixed 30 Yr 1st Mortgage,2019-09-24 00:00:00,In-Person,ACTIVE,0,0,43394.0,2019-09-24 00:00:00,2027-06-15 00:00:00,Evening
aria_acct_000143,Checking,PREFERRED CHECKING,2012-01-15 00:00:00,In-Person,ACTIVE,0,51633,,,,Morning
aria_acct_000144,Checking,PREMIER CHECKING,2025-12-30 00:00:00,Mobile,ACTIVE,0,23946,,,,Night
aria_acct_000145,Savings,POD Savings Account,2025-05-13 00:00:00,Online,ACTIVE,0,14141,,,,Afternoon
aria_acct_000146,Checking,PREMIER CHECKING,2009-10-09 00:00:00,In-Person,ACTIVE,0,29386,,,,Afternoon
aria_acct_000147,Loan,LN CR- 60M,2024-11-12 00:00:00,Online,ACTIVE,0,0,25102.0,2024-11-12 00:00:00,2032-01-18 00:00:00,Afternoon
aria_acct_000148,Checking,Checking Account,2022-06-11 00:00:00,In-Person,ACTIVE,0,14801,,,,Afternoon
aria_acct_000149,Savings,Trust Savings Account,2023-06-23 00:00:00,Mobile,ACTIVE,0,19342,,,,Afternoon
aria_acct_000150,Checking,PREFERRED CHECKING,2008-01-16 00:00:00,In-Person,ACTIVE,0,3530,,,,Afternoon
aria_acct_000151,Savings,Trust Savings Account,2016-01-08 00:00:00,Phone,ACTIVE,0,132538,,,,Evening
aria_acct_000152,Checking,Checking Account,2021-07-01 00:00:00,Mobile,ACTIVE,0,122501,,,,Evening
aria_acct_000153,Checking,PREFERRED CHECKING,2007-02-26 00:00:00,In-Person,ACTIVE,0,84032,,,,Evening
aria_acct_000154,Savings,Money Market Savings,2014-08-30 00:00:00,In-Person,ACTIVE,0,32540,,,,Afternoon
aria_acct_000155,Checking,PREFERRED CHECKING,2012-07-11 00:00:00,In-Person,ACTIVE,0,10066,,,,Afternoon
aria_acct_000156,Savings,Money Market Savings,2024-08-17 00:00:00,Referral,ACTIVE,0,34391,,,,Morning
aria_acct_000157,Checking,PREMIER CHECKING,2015-07-15 00:00:00,Online,ACTIVE,0,105263,,,,Afternoon
aria_acct_000158,Savings,Money Market Savings,2024-10-27 00:00:00,Mobile,ACTIVE,0,57935,,,,Morning
aria_acct_000159,Checking,PREMIER CHECKING,2022-11-22 00:00:00,Online,ACTIVE,0,16664,,,,Afternoon
aria_acct_000160,Savings,Money Market Savings,2022-01-15 00:00:00,Online,ACTIVE,0,44381,,,,Morning
aria_acct_000161,Checking,ICHECKING,2016-08-29 00:00:00,Phone,ACTIVE,0,56548,,,,Morning
aria_acct_000162,Loan,Line of Credit,2017-07-02 00:00:00,In-Person,ACTIVE,0,0,16749.0,2017-07-02 00:00:00,2025-04-01 00:00:00,Evening
aria_acct_000163,Checking,PREFERRED CHECKING,2023-07-07 00:00:00,Mobile,ACTIVE,0,98686,,,,Evening
aria_acct_000164,Foreign Currency,Foreign Currency Account,2020-09-20 00:00:00,In-Person,ACTIVE,0,18253,,,,Evening
aria_acct_000165,Checking,ICHECKING,2014-04-02 00:00:00,In-Person,ACTIVE,0,92812,,,,Morning
aria_acct_000166,Savings,Trust Savings Account,2017-03-05 00:00:00,Mobile,ACTIVE,0,80056,,,,Afternoon
aria_acct_000167,Checking,Checking Account,2025-10-15 00:00:00,Mobile,ACTIVE,0,2331,,,,Evening
aria_acct_000168,Credit Card,PP Visa Platinum Rewards,2020-01-15 00:00:00,Mobile,ACTIVE,0,42433,,,,Evening
aria_acct_000169,Checking,Checking Account,2020-09-08 00:00:00,Online,ACTIVE,0,7806,,,,Morning
aria_acct_000170,Savings,POD Savings Account,2023-06-06 00:00:00,Mobile,ACTIVE,0,5591,,,,Evening
aria_acct_000171,Certificate Deposit,Certificate Account 1 Year,2022-11-18 00:00:00,Mobile,ACTIVE,0,33959,,,,Afternoon
aria_acct_000172,Checking,PREFERRED CHECKING,2024-07-14 00:00:00,Mobile,ACTIVE,0,20397,,,,Evening
aria_acct_000173,Savings,Trust Savings Account,2011-01-06 00:00:00,In-Person,ACTIVE,0,2924,,,,Evening
aria_acct_000174,Credit Card,PP Visa Platinum Rewards,2022-01-07 00:00:00,Mobile,ACTIVE,0,8446,,,,Afternoon
aria_acct_000175,Checking,ICHECKING,2019-04-19 00:00:00,Online,ACTIVE,0,33530,,,,Afternoon
aria_acct_000176,Savings,Trust Savings Account,2012-05-15 00:00:00,In-Person,ACTIVE,0,90863,,,,Afternoon
aria_acct_000177,Checking,PREMIER CHECKING,2012-05-29 00:00:00,Phone,ACTIVE,0,9427,,,,Evening
aria_acct_000178,Checking,PREMIER CHECKING,2021-05-19 00:00:00,Mobile,ACTIVE,0,110782,,,,Afternoon
aria_acct_000179,Savings,Money Market Savings,2024-06-29 00:00:00,Online,ACTIVE,0,27254,,,,Evening
aria_acct_000180,Credit Card,PP Visa Platinum Rewards,2025-01-26 00:00:00,In-Person,ACTIVE,0,9043,,,,Morning
aria_acct_000181,Checking,PREFERRED CHECKING,2016-04-17 00:00:00,Online,ACTIVE,0,34208,,,,Morning
aria_acct_000182,Checking,Checking Account,2020-11-01 00:00:00,In-Person,ACTIVE,0,38781,,,,Morning
aria_acct_000183,Loan,Line of Credit,2024-08-30 00:00:00,Mobile,ACTIVE,0,0,49881.0,2024-08-30 00:00:00,2026-12-30 00:00:00,Evening
aria_acct_000184,Checking,ICHECKING,2012-11-03 00:00:00,In-Person,CLOSED,0,36269,,,,Evening
aria_acct_000185,Loan,Line of Credit,2014-10-27 00:00:00,In-Person,ACTIVE,0,0,243159.0,2014-10-27 00:00:00,2020-03-31 00:00:00,Evening
aria_acct_000186,Checking,PREFERRED CHECKING,2024-08-18 00:00:00,Phone,ACTIVE,0,55281,,,,Morning
aria_acct_000187,Savings,Trust Savings Account,2022-12-06 00:00:00,Phone,ACTIVE,0,13063,,,,Morning
aria_acct_000188,Checking,PREMIER CHECKING,2018-06-07 00:00:00,Phone,ACTIVE,0,8318,,,,Evening
aria_acct_000189,Savings,Money Market Savings,2010-07-29 00:00:00,In-Person,ACTIVE,0,26391,,,,Afternoon
aria_acct_000190,Credit Card,PP Visa Platinum Rewards,2016-04-25 00:00:00,Online,ACTIVE,0,13311,,,,Morning
aria_acct_000191,Checking,Checking Account,2017-11-20 00:00:00,In-Person,ACTIVE,0,2802,,,,Morning
aria_acct_000192,Savings,Money Market Savings,2021-07-22 00:00:00,Online,ACTIVE,0,20215,,,,Afternoon
aria_acct_000193,Checking,PREMIER CHECKING,2024-06-29 00:00:00,Referral,ACTIVE,0,2800,,,,Morning
aria_acct_000194,Checking,ICHECKING,2017-02-28 00:00:00,Online,ACTIVE,0,11168,,,,Morning
aria_acct_000195,Savings,Money Market Savings,2022-07-07 00:00:00,Mobile,ACTIVE,0,31205,,,,Evening
aria_acct_000196,Checking,Checking Account,2025-08-31 00:00:00,Mobile,ACTIVE,0,8793,,,,Evening
aria_acct_000197,Savings,Money Market Savings,2008-08-02 00:00:00,In-Person,ACTIVE,0,24443,,,,Evening
aria_acct_000198,Checking,ICHECKING,2024-12-09 00:00:00,Online,ACTIVE,0,24620,,,,Morning
aria_acct_000199,Savings,Money Market Savings,2021-04-03 00:00:00,Mobile,ACTIVE,0,19178,,,,Evening
aria_acct_000200,Loan,Line of Credit,2010-05-17 00:00:00,In-Person,ACTIVE,0,0,38057.0,2010-05-17 00:00:00,2015-08-31 00:00:00,Morning
aria_acct_000201,Certificate Deposit,Certificate Account 6 Month,2025-06-09 00:00:00,Mobile,ACTIVE,0,15336,,,,Evening
aria_acct_000202,Checking,ICHECKING,2023-09-29 00:00:00,Referral,ACTIVE,0,18829,,,,Afternoon
aria_acct_000203,Savings,POD Savings Account,2024-10-13 00:00:00,Online,ACTIVE,0,2087,,,,Afternoon
aria_acct_000204,Credit Card,SR Visa Signature Rewards,2025-09-21 00:00:00,Mobile,ACTIVE,0,800,,,,Evening
aria_acct_000205,Loan,LN CR- 60M,2013-12-26 00:00:00,In-Person,ACTIVE,0,0,23854.0,2013-12-26 00:00:00,2017-07-15 00:00:00,Afternoon
aria_acct_000206,Checking,Checking Account,2023-12-01 00:00:00,Mobile,ACTIVE,0,25,,,,Afternoon
aria_acct_000207,Credit Card,SR Visa Signature Rewards,2023-05-14 00:00:00,Online,ACTIVE,0,56387,,,,Afternoon
aria_acct_000208,Checking,PREFERRED CHECKING,2025-12-07 00:00:00,Mobile,CLOSED,0,26139,,,,Morning
aria_acct_000209,Savings,Trust Savings Account,2021-12-03 00:00:00,In-Person,ACTIVE,0,9020,,,,Evening
aria_acct_000210,Credit Card,PP Visa Platinum Rewards,2025-08-17 00:00:00,Online,CLOSED,0,921,,,,Afternoon
aria_acct_000211,Checking,PREMIER CHECKING,2024-08-17 00:00:00,Mobile,ACTIVE,0,14338,,,,Morning
aria_acct_000212,Loan,Fixed 30 Yr 1st Mortgage,2023-09-23 00:00:00,Mobile,ACTIVE,0,0,94273.0,2023-09-23 00:00:00,2026-12-19 00:00:00,Morning
aria_acct_000213,Checking,PREFERRED CHECKING,2018-09-08 00:00:00,In-Person,ACTIVE,0,2278,,,,Morning
aria_acct_000214,Loan,Fixed 30 Yr 1st Mortgage,2021-10-29 00:00:00,Mobile,ACTIVE,0,0,140774.0,2021-10-29 00:00:00,2029-07-03 00:00:00,Morning
aria_acct_000215,Checking,PREFERRED CHECKING,2022-02-10 00:00:00,Online,ACTIVE,0,22934,,,,Afternoon
aria_acct_000216,Savings,POD Savings Account,2025-10-03 00:00:00,In-Person,ACTIVE,0,6220,,,,Afternoon
aria_acct_000217,Checking,PREFERRED CHECKING,2017-05-31 00:00:00,Phone,ACTIVE,0,3277,,,,Afternoon
aria_acct_000218,Credit Card,SR Visa Signature Rewards,2021-02-17 00:00:00,Referral,ACTIVE,0,32623,,,,Evening
aria_acct_000219,Checking,ICHECKING,2018-01-20 00:00:00,In-Person,ACTIVE,0,50462,,,,Afternoon
aria_acct_000220,Checking,ICHECKING,2010-05-15 00:00:00,In-Person,ACTIVE,0,60647,,,,Evening
aria_acct_000221,Checking,PREMIER CHECKING,2021-04-11 00:00:00,Referral,ACTIVE,0,11340,,,,Afternoon
