aria_alert_id,aria_customer_id,aria_account_id,aria_relationship_type,aria_risk_factor,aria_condition_id,aria_created_on,aria_state,aria_is_sar,aria_customer_type,trigger_amt,z_score,profile_mean,age,pair_total,ratio,n_counterparties,days_observed,txn_count
aria_alert_00039,aria_cust_004286,aria_acct_009052,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-26 00:00:00,OPEN,0,Business,253216.0,12.93,21339.42706426447,,,,,,
aria_alert_00040,aria_cust_001845,aria_acct_008546,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-20 00:00:00,OPEN,0,Individual,292052.0,11.39,25738.035240217105,,,,,,
aria_alert_00041,aria_cust_004854,aria_acct_010154,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-05 00:00:00,OPEN,0,Business,198243.0,14.96,18074.848385096444,,,,,,
aria_alert_00042,aria_cust_002414,aria_acct_010367,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-12 00:00:00,OPEN,1,Individual,169024.0,9.62,26148.819977249375,,,,,,
aria_alert_00043,aria_cust_002303,aria_acct_009517,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-14 00:00:00,OPEN,0,Individual,90744.0,10.81,12660.606335816155,,,,,,
aria_alert_00044,aria_cust_003024,aria_acct_008992,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-20 00:00:00,OPEN,0,Individual,88471.0,13.29,13144.03247770698,,,,,,
aria_alert_00045,aria_cust_003967,aria_acct_008920,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-16 00:00:00,OPEN,0,Individual,179599.0,8.5,16709.52245204893,,,,,,
aria_alert_00046,aria_cust_004840,aria_acct_010127,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-14 00:00:00,OPEN,0,Business,83248.0,12.62,7796.864282653905,,,,,,
aria_alert_00047,aria_cust_004088,aria_acct_008661,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-17 00:00:00,OPEN,0,Business,153684.0,13.75,18078.862512691943,,,,,,
aria_alert_00048,aria_cust_004655,aria_acct_009766,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-27 00:00:00,OPEN,0,Business,300233.0,8.82,28780.75029843463,,,,,,
aria_alert_00049,aria_cust_001744,aria_acct_003699,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-07 00:00:00,OPEN,0,Individual,314647.0,14.83,28563.299853389166,,,,,,
aria_alert_00050,aria_cust_002135,aria_acct_008878,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-22 00:00:00,OPEN,0,Individual,186272.0,13.47,20187.880590008415,,,,,,
aria_alert_00051,aria_cust_001298,aria_acct_010319,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-24 00:00:00,OPEN,0,Individual,79411.0,5.41,6851.017430555177,,,,,,
aria_alert_00052,aria_cust_001943,aria_acct_009691,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-13 00:00:00,OPEN,0,Individual,160881.0,5.76,13947.424142189659,,,,,,
aria_alert_00053,aria_cust_003124,aria_acct_009205,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-08 00:00:00,OPEN,1,Individual,200205.0,8.17,26000.297451603565,,,,,,
aria_alert_00054,aria_cust_002994,aria_acct_010320,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-06 00:00:00,OPEN,0,Individual,186465.0,6.96,25314.386990871837,,,,,,
aria_alert_00055,aria_cust_002139,aria_acct_009891,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-28 00:00:00,OPEN,0,Individual,53794.0,11.81,5918.947619893154,,,,,,
aria_alert_00056,aria_cust_003221,aria_acct_006837,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-05 00:00:00,OPEN,0,Individual,224644.0,9.12,28910.42446031127,,,,,,
aria_alert_00057,aria_cust_002893,aria_acct_009273,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-21 00:00:00,OPEN,0,Individual,235865.0,14.21,26314.66911357866,,,,,,
aria_alert_00058,aria_cust_001016,aria_acct_002127,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-06 00:00:00,OPEN,0,Individual,176356.0,9.73,19237.70190301079,,,,,,
aria_alert_00059,aria_cust_004576,aria_acct_009622,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-13 00:00:00,OPEN,0,Business,92842.0,10.42,10734.733353364081,,,,,,
aria_alert_00060,aria_cust_000696,aria_acct_001470,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-11 00:00:00,OPEN,0,Individual,92205.0,12.18,10739.295929314823,,,,,,
aria_alert_00061,aria_cust_004103,aria_acct_008688,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-20 00:00:00,OPEN,0,Business,49073.0,9.83,5961.721631419352,,,,,,
aria_alert_00062,aria_cust_000082,aria_acct_010212,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-26 00:00:00,OPEN,0,Individual,212663.0,8.55,27293.311904355072,,,,,,
aria_alert_00063,aria_cust_000167,aria_acct_009788,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-26 00:00:00,OPEN,1,Individual,91714.0,10.25,7969.714983270829,,,,,,
aria_alert_00064,aria_cust_004909,aria_acct_010257,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-20 00:00:00,OPEN,0,Business,62138.0,6.33,9858.924509771165,,,,,,
aria_alert_00065,aria_cust_001365,aria_acct_002876,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-06 00:00:00,OPEN,0,Individual,235224.0,8.33,27443.822974872335,,,,,,
aria_alert_00066,aria_cust_002921,aria_acct_006165,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-09 00:00:00,OPEN,0,Individual,70524.0,11.32,9672.500175151068,,,,,,
aria_alert_00067,aria_cust_004772,aria_acct_009987,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-30 00:00:00,OPEN,0,Business,146794.0,9.72,13739.400643851635,,,,,,
aria_alert_00068,aria_cust_002648,aria_acct_008622,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-08 00:00:00,OPEN,0,Individual,174517.0,12.73,15211.630421662665,,,,,,
aria_alert_00069,aria_cust_004289,aria_acct_009059,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-06 00:00:00,OPEN,0,Business,247903.0,12.31,26439.645820629,,,,,,
aria_alert_00070,aria_cust_003494,aria_acct_009174,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-17 00:00:00,OPEN,0,Individual,178965.0,5.06,16092.882878478003,,,,,,
aria_alert_00071,aria_cust_000075,aria_acct_000157,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-22 00:00:00,OPEN,1,Individual,289178.0,13.08,27172.71700976094,,,,,,
aria_alert_00072,aria_cust_001969,aria_acct_004182,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-21 00:00:00,OPEN,0,Individual,179512.0,7.84,23331.382758137195,,,,,,
aria_alert_00073,aria_cust_001412,aria_acct_002979,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-11 00:00:00,OPEN,0,Individual,131202.0,7.89,16631.529943199435,,,,,,
aria_alert_00074,aria_cust_003235,aria_acct_009028,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-17 00:00:00,OPEN,0,Individual,159145.0,13.63,17881.487477250732,,,,,,
aria_alert_00075,aria_cust_000314,aria_acct_009952,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-14 00:00:00,OPEN,0,Individual,92635.0,5.15,9764.762332914317,,,,,,
aria_alert_00076,aria_cust_004446,aria_acct_009364,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-12 00:00:00,OPEN,1,Business,98773.0,8.61,8240.479389109125,,,,,,
aria_alert_00077,aria_cust_001653,aria_acct_010100,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-27 00:00:00,OPEN,0,Individual,337415.0,10.25,28214.018907477708,,,,,,
aria_alert_00078,aria_cust_000960,aria_acct_010252,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-09 00:00:00,OPEN,1,Individual,166462.0,14.16,15877.834474484116,,,,,,
aria_alert_00079,aria_cust_001576,aria_acct_009679,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-02 00:00:00,OPEN,0,Individual,69845.0,13.08,9760.966049748866,,,,,,
aria_alert_00080,aria_cust_002682,aria_acct_005660,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-15 00:00:00,OPEN,1,Individual,32899.0,7.28,5006.380536317635,,,,,,
aria_alert_00081,aria_cust_001180,aria_acct_009436,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-17 00:00:00,OPEN,0,Individual,164817.0,14.03,18638.741975349367,,,,,,
aria_alert_00082,aria_cust_000141,aria_acct_010347,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-02 00:00:00,OPEN,1,Individual,110939.0,10.04,13585.98993252944,,,,,,
aria_alert_00083,aria_cust_003982,aria_acct_008443,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-30 00:00:00,OPEN,0,Individual,130710.0,13.85,20895.905533165336,,,,,,
aria_alert_00084,aria_cust_002197,aria_acct_004654,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-18 00:00:00,OPEN,0,Individual,122457.0,7.46,18956.45031007096,,,,,,
aria_alert_00085,aria_cust_000658,aria_acct_010285,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-24 00:00:00,OPEN,0,Individual,196348.0,9.25,26521.346501657325,,,,,,
aria_alert_00086,aria_cust_001783,aria_acct_010090,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-13 00:00:00,OPEN,0,Individual,140784.0,10.69,18881.300611220973,,,,,,
aria_alert_00087,aria_cust_000422,aria_acct_008754,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-03 00:00:00,OPEN,0,Individual,225058.0,15.0,22905.878067261434,,,,,,
aria_alert_00088,aria_cust_002446,aria_acct_005171,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-05 00:00:00,OPEN,0,Individual,53049.0,7.23,5349.511169883806,,,,,,
aria_alert_00089,aria_cust_000586,aria_acct_010037,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-15 00:00:00,OPEN,0,Individual,208626.0,9.51,24303.50400572246,,,,,,
aria_alert_00090,aria_cust_001863,aria_acct_009705,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-28 00:00:00,OPEN,0,Individual,182300.0,5.11,21258.373807128053,,,,,,
aria_alert_00091,aria_cust_003425,aria_acct_002426,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-05 00:00:00,OPEN,0,Individual,322356.0,9.08,26888.445729220497,,,,,,
aria_alert_00092,aria_cust_003851,aria_acct_010020,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-20 00:00:00,OPEN,1,Individual,327828.0,6.34,28899.166527997175,,,,,,
aria_alert_00093,aria_cust_003519,aria_acct_007474,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-27 00:00:00,OPEN,0,Individual,149174.0,7.05,20541.715161578803,,,,,,
aria_alert_00094,aria_cust_004950,aria_acct_010330,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-05 00:00:00,OPEN,0,Business,71365.0,5.05,10716.336657464382,,,,,,
aria_alert_00095,aria_cust_002310,aria_acct_009395,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-28 00:00:00,OPEN,0,Individual,103645.0,10.76,15747.436743047956,,,,,,
aria_alert_00096,aria_cust_002726,aria_acct_008954,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-27 00:00:00,OPEN,0,Individual,44137.0,10.92,6035.1279321458405,,,,,,
aria_alert_00097,aria_cust_003947,aria_acct_009542,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-06 00:00:00,OPEN,0,Individual,133506.0,14.6,11776.858471414602,,,,,,
aria_alert_00098,aria_cust_003888,aria_acct_008503,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-20 00:00:00,OPEN,1,Individual,283927.0,11.36,27059.87629939705,,,,,,
aria_alert_00099,aria_cust_001477,aria_acct_003122,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-27 00:00:00,OPEN,0,Individual,192157.0,5.34,16034.464908148168,,,,,,
aria_alert_00100,aria_cust_002488,aria_acct_005254,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-05 00:00:00,OPEN,0,Individual,118066.0,8.72,10431.167975454731,,,,,,
aria_alert_00101,aria_cust_002383,aria_acct_005035,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-04 00:00:00,OPEN,0,Individual,232859.0,10.6,27093.741105464564,,,,,,
aria_alert_00102,aria_cust_001414,aria_acct_002985,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-09 00:00:00,OPEN,0,Individual,214593.0,9.93,21624.51065241068,,,,,,
aria_alert_00103,aria_cust_003722,aria_acct_007897,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-18 00:00:00,OPEN,0,Individual,35513.0,5.49,5093.798587787972,,,,,,
aria_alert_00104,aria_cust_002943,aria_acct_006213,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-02 00:00:00,OPEN,0,Individual,71965.0,10.19,9685.28976741109,,,,,,
aria_alert_00105,aria_cust_004589,aria_acct_009648,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-11 00:00:00,OPEN,0,Business,261033.0,6.63,28164.41516122752,,,,,,
aria_alert_00106,aria_cust_004295,aria_acct_009072,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-29 00:00:00,OPEN,0,Business,176246.0,11.84,23793.4606496694,,,,,,
aria_alert_00107,aria_cust_001055,aria_acct_002205,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-22 00:00:00,OPEN,0,Individual,123941.0,9.12,12491.505682789018,,,,,,
aria_alert_00108,aria_cust_003397,aria_acct_008763,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-10 00:00:00,OPEN,0,Individual,191247.0,9.45,16437.156086919742,,,,,,
aria_alert_00109,aria_cust_000949,aria_acct_009636,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-15 00:00:00,OPEN,1,Individual,44221.0,9.9,6450.309430207344,,,,,,
aria_alert_00110,aria_cust_003185,aria_acct_006746,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-02 00:00:00,OPEN,1,Individual,221154.0,7.3,27983.636376022874,,,,,,
aria_alert_00111,aria_cust_000780,aria_acct_010135,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-14 00:00:00,OPEN,1,Individual,196889.0,7.82,23443.445848209343,,,,,,
aria_alert_00112,aria_cust_000789,aria_acct_001667,HOLDER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-06 00:00:00,OPEN,1,Individual,129505.0,8.73,19746.682898262323,,,,,,
aria_alert_00113,aria_cust_004745,aria_acct_009941,OWNER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-21 00:00:00,OPEN,0,Business,182106.0,7.49,16555.084830299453,,,,,,
aria_alert_00114,aria_cust_003346,aria_acct_009604,AUTHORIZED_USER,Activity Deviation (ACH),949e28e8-66f8-57a1-bf1d-800348982c1f,2026-03-15 00:00:00,OPEN,0,Individual,206947.0,8.69,28051.145723507965,,,,,,
