customer_id,customer_type,dynamic_segment,ACCOUNT_TYPE,PRODUCT_NAME,CURRENT_BALANCE,ACCT_AGE_YEARS,ACCT_OPEN_CHANNEL,AGE,AGE_CATEGORY,GENDER,marital_status,CITIZENSHIP,RESIDENCY_COUNTRY,INCOME,INCOME_BAND,OFAC,NNM,NAICS,pep,AVG_TRXNS_WEEK,AVG_TRXN_AMT,TRXN_AMT_MONTHLY,alerts,false_positives,false_negatives
aria_cust_000073,Individual,1,,,,,,65.5,60-69,F,Widowed,United States,United States,29489,<$30K,False,False,,False,2.7884615384615383,4925.384615384615,21343.33333333333,1,1,0
aria_cust_000074,Individual,1,,,,,,45.1,40-49,M,Married,Mexico,Mexico,93556,$60K-$100K,False,False,,False,2.1346153846153846,4913.7307692307695,21292.83333333333,1,1,0
aria_cust_000075,Individual,1,,,,,,51.4,50-59,U,Divorced,United States,United States,55563,$30K-$60K,False,False,,False,2.1923076923076925,9201.307692307691,39872.333333333336,1,0,0
aria_cust_000076,Individual,1,,,,,,64.6,60-69,M,Widowed,United States,United States,69842,$60K-$100K,False,False,,False,2.9615384615384617,4765.0,20648.33333333333,1,1,0
aria_cust_000077,Individual,1,,,,,,57.9,50-59,F,Married,United States,United States,29985,<$30K,False,False,,False,2.0384615384615383,14841.153846153846,64311.66666666666,1,0,0
aria_cust_000078,Individual,1,,,,,,21.0,18-29,M,Married,United States,United States,38538,$30K-$60K,False,False,,False,2.326923076923077,5371.307692307692,23275.666666666668,1,1,0
aria_cust_000079,Individual,1,,,,,,70.9,70+,F,Widowed,United States,United States,41402,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000080,Individual,1,,,,,,49.1,40-49,M,Married,United States,United States,78529,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000081,Individual,1,,,,,,38.9,30-39,F,Married,United States,United States,65804,$60K-$100K,False,False,,False,3.173076923076923,6387.423076923077,27678.83333333333,1,1,0
aria_cust_000082,Individual,1,,,,,,47.0,40-49,M,Widowed,Switzerland,Switzerland,37731,$30K-$60K,False,False,,False,3.076923076923077,10437.596153846154,45229.583333333336,1,1,0
aria_cust_000083,Individual,1,,,,,,31.1,30-39,F,Married,China,China,138897,$100K-$150K,False,False,,False,,,,0,0,0
aria_cust_000084,Individual,1,,,,,,45.8,40-49,F,Married,United States,United States,46945,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000085,Individual,1,,,,,,27.3,18-29,M,Married,United States,United States,82991,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000086,Individual,1,,,,,,45.7,40-49,M,Married,United States,United States,49099,$30K-$60K,False,False,,False,1.2884615384615383,2368.076923076923,10261.666666666666,1,1,0
aria_cust_000087,Individual,1,,,,,,67.7,60-69,M,Single,United States,United States,205439,$150K+,False,False,,False,2.8461538461538463,6009.115384615385,26039.5,1,1,0
aria_cust_000088,Individual,1,,,,,,56.6,50-59,F,Single,Germany,Germany,94616,$60K-$100K,False,False,,False,2.0384615384615383,3594.5,15576.166666666666,1,0,0
aria_cust_000089,Individual,1,,,,,,40.5,40-49,M,Divorced,United States,United States,49449,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000090,Individual,1,,,,,,44.9,40-49,M,Single,United States,United States,77585,$60K-$100K,False,False,,False,3.269230769230769,52846.90384615384,229003.25,1,0,0
aria_cust_000091,Individual,1,,,,,,59.5,50-59,M,Married,United States,United States,108890,$100K-$150K,False,False,,False,2.230769230769231,12453.28846153846,53964.25,1,1,0
aria_cust_000092,Individual,1,,,,,,40.2,40-49,F,Single,United States,United States,69161,$60K-$100K,False,False,,False,1.1538461538461535,2449.8846153846152,10616.166666666666,1,1,0
aria_cust_000093,Individual,1,,,,,,20.0,18-29,M,Single,United States,United States,27377,<$30K,True,False,,False,,,,0,0,0
aria_cust_000094,Individual,1,,,,,,53.2,50-59,M,Married,United Kingdom,United Kingdom,79918,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000095,Individual,1,,,,,,36.7,30-39,M,Single,United States,United States,30390,$30K-$60K,False,False,,False,4.269230769230769,10223.096153846154,44300.083333333336,1,1,0
aria_cust_000096,Individual,1,,,,,,23.3,18-29,F,Single,Switzerland,Switzerland,25441,<$30K,False,False,,False,,,,0,0,0
aria_cust_000097,Individual,1,,,,,,52.5,50-59,F,Married,United States,United States,194715,$150K+,False,False,,False,,,,0,0,0
aria_cust_000098,Individual,1,,,,,,63.2,60-69,F,Widowed,United States,United States,43744,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000099,Individual,1,,,,,,48.5,40-49,M,Married,United States,United States,41281,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000100,Individual,1,,,,,,31.5,30-39,F,Married,United States,United States,67647,$60K-$100K,False,False,,False,2.5,4605.057692307692,19955.25,1,1,0
aria_cust_000101,Individual,1,,,,,,40.7,40-49,M,Married,United States,United States,95686,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000102,Individual,1,,,,,,38.1,30-39,F,Single,Ukraine,Ukraine,68881,$60K-$100K,False,False,,False,2.173076923076923,7521.403846153846,32592.75,1,1,0
aria_cust_000103,Individual,1,,,,,,40.2,40-49,M,Single,United States,United States,95258,$60K-$100K,False,False,,False,1.0576923076923077,2458.6153846153848,10654.0,1,1,0
aria_cust_000104,Individual,1,,,,,,49.6,40-49,M,Married,United States,United States,53459,$30K-$60K,False,False,,False,1.2884615384615383,2569.576923076923,11134.833333333334,1,1,0
aria_cust_000105,Individual,1,,,,,,27.9,18-29,F,Married,Colombia,Colombia,65558,$60K-$100K,False,False,,False,2.9038461538461537,7929.865384615385,34362.75,1,1,0
aria_cust_000106,Individual,1,,,,,,78.6,70+,M,Widowed,Canada,Canada,26885,<$30K,False,False,,False,,,,0,0,0
aria_cust_000107,Individual,1,,,,,,36.4,30-39,F,Married,United States,United States,49512,$30K-$60K,False,False,,False,2.4423076923076925,4797.903846153846,20790.916666666668,1,0,0
aria_cust_000108,Individual,1,,,,,,21.3,18-29,F,Single,United States,United States,96798,$60K-$100K,False,False,,False,2.4038461538461537,4865.769230769231,21085.0,1,1,0
aria_cust_000109,Individual,1,,,,,,41.5,40-49,F,Married,United States,United States,36977,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000110,Individual,1,,,,,,53.0,50-59,M,Married,United States,United States,138577,$100K-$150K,False,False,,False,3.673076923076923,6113.346153846154,26491.166666666668,1,1,0
aria_cust_000111,Individual,1,,,,,,51.7,50-59,M,Married,United Kingdom,United Kingdom,87566,$60K-$100K,False,False,,False,2.0,5246.057692307692,22732.916666666668,1,1,0
aria_cust_000112,Individual,1,,,,,,65.0,60-69,F,Married,United States,United States,64069,$60K-$100K,False,False,,False,5.057692307692308,13874.615384615385,60123.333333333336,1,1,0
aria_cust_000113,Individual,1,,,,,,37.4,30-39,M,Married,United States,United States,89681,$60K-$100K,False,False,,False,2.3653846153846154,7133.25,30910.75,1,0,0
aria_cust_000114,Individual,1,,,,,,35.1,30-39,M,Married,United States,United States,55348,$30K-$60K,False,False,,False,2.423076923076923,5814.826923076923,25197.58333333333,1,1,0
aria_cust_000115,Individual,1,,,,,,31.2,30-39,M,Single,United States,United States,57709,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000116,Individual,1,,,,,,41.6,40-49,M,Married,United States,United States,79993,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000117,Individual,1,,,,,,48.9,40-49,F,Single,United States,United States,32919,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000118,Individual,1,,,,,,34.6,30-39,M,Married,United States,United States,20692,<$30K,False,False,,False,,,,0,0,0
aria_cust_000119,Individual,1,,,,,,18.8,18-29,F,Separated,United States,United States,77726,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000120,Individual,1,,,,,,41.4,40-49,F,Divorced,United States,United States,50443,$30K-$60K,False,False,,False,2.4615384615384617,5782.711538461538,25058.416666666668,1,1,0
aria_cust_000121,Individual,1,,,,,,40.1,40-49,F,Married,United States,United States,40508,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000122,Individual,1,,,,,,38.5,30-39,F,Married,United States,United States,66300,$60K-$100K,False,False,,False,3.423076923076923,9435.884615384615,40888.833333333336,1,1,0
aria_cust_000123,Individual,1,,,,,,26.5,18-29,F,Married,United States,United States,35011,$30K-$60K,False,False,,False,3.423076923076923,7571.711538461538,32810.75,1,1,0
aria_cust_000124,Individual,1,,,,,,49.2,40-49,M,Divorced,United States,United States,57757,$30K-$60K,False,False,,False,0.8846153846153846,2823.038461538461,12233.166666666666,1,1,0
aria_cust_000125,Individual,1,,,,,,41.4,40-49,F,Single,United States,United States,140902,$100K-$150K,False,False,,False,,,,0,0,0
aria_cust_000126,Individual,1,,,,,,64.4,60-69,M,Married,United States,United States,67864,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000127,Individual,1,,,,,,48.9,40-49,M,Widowed,United States,United States,22623,<$30K,False,False,,False,,,,0,0,0
aria_cust_000128,Individual,1,,,,,,31.5,30-39,F,Married,France,France,32422,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000129,Individual,1,,,,,,53.7,50-59,M,Divorced,United States,United States,55034,$30K-$60K,False,False,,False,2.1923076923076925,12644.75,54793.91666666666,1,1,0
aria_cust_000130,Individual,1,,,,,,49.8,40-49,F,Married,Pakistan,Pakistan,88503,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000131,Individual,1,,,,,,42.7,40-49,M,Married,United States,United States,137766,$100K-$150K,False,False,,False,,,,0,0,0
aria_cust_000132,Individual,1,,,,,,62.4,60-69,M,Widowed,United States,United States,36178,$30K-$60K,False,False,,False,2.6153846153846154,3369.442307692308,14600.916666666666,1,1,0
aria_cust_000133,Individual,1,,,,,,25.3,18-29,M,Divorced,United States,United States,51137,$30K-$60K,False,False,,False,2.6346153846153846,19887.48076923077,86179.08333333333,1,1,0
aria_cust_000134,Individual,1,,,,,,47.9,40-49,F,Married,United States,United States,88561,$60K-$100K,False,False,,False,2.230769230769231,5193.711538461538,22506.08333333333,1,1,0
aria_cust_000135,Individual,1,,,,,,59.7,50-59,M,Divorced,United States,United States,37661,$30K-$60K,False,False,,False,2.173076923076923,5357.673076923077,23216.58333333333,1,0,0
aria_cust_000136,Individual,1,,,,,,22.4,18-29,F,Single,United States,United States,28373,<$30K,False,False,,False,3.4038461538461537,8020.807692307692,34756.833333333336,1,1,0
aria_cust_000137,Individual,1,,,,,,35.3,30-39,F,Married,United States,United States,47386,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000138,Individual,1,,,,,,45.1,40-49,M,Married,United States,United States,82815,$60K-$100K,False,False,,False,3.615384615384616,7310.153846153846,31677.33333333333,1,1,0
aria_cust_000139,Individual,1,,,,,,37.2,30-39,F,Married,United States,United States,64244,$60K-$100K,False,False,,False,1.0961538461538465,18440.21153846154,79907.58333333333,1,1,0
aria_cust_000140,Individual,1,,,,,,29.2,18-29,M,Single,United States,United States,50601,$30K-$60K,False,True,,False,,,,0,0,0
aria_cust_000141,Individual,1,,,,,,39.1,30-39,M,Married,United States,United States,80528,$60K-$100K,False,False,,False,3.326923076923077,7563.538461538462,32775.333333333336,1,0,0
aria_cust_000142,Individual,1,,,,,,58.4,50-59,M,Married,United States,United States,68433,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000143,Individual,1,,,,,,62.3,60-69,U,Separated,United States,United States,64473,$60K-$100K,False,False,,False,3.019230769230769,13084.076923076924,56697.66666666666,1,1,0
aria_cust_000144,Individual,1,,,,,,45.3,40-49,M,Single,United States,United States,59414,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000145,Individual,1,,,,,,38.2,30-39,M,Single,United States,United States,28035,<$30K,False,False,,False,,,,0,0,0
aria_cust_000146,Individual,1,,,,,,27.7,18-29,M,Divorced,United States,United States,48747,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000147,Individual,1,,,,,,28.0,18-29,M,Single,United States,United States,35069,$30K-$60K,False,False,,False,2.2115384615384617,6737.057692307692,29193.916666666668,1,1,0
aria_cust_000148,Individual,1,,,,,,47.0,40-49,F,Married,United States,United States,53060,$30K-$60K,False,False,,False,3.480769230769231,7402.423076923077,32077.166666666668,1,1,0
aria_cust_000149,Individual,1,,,,,,35.7,30-39,F,Single,France,France,74339,$60K-$100K,False,False,,False,3.6346153846153846,12354.48076923077,53536.083333333336,1,1,0
aria_cust_000150,Individual,1,,,,,,61.9,60-69,F,Married,United States,United States,49720,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000151,Individual,1,,,,,,28.7,18-29,F,Married,United States,United States,18407,<$30K,False,False,,False,,,,0,0,0
aria_cust_000152,Individual,1,,,,,,24.9,18-29,M,Married,United States,United States,40613,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000153,Individual,1,,,,,,34.2,30-39,M,Divorced,Colombia,Colombia,61253,$60K-$100K,False,False,,False,1.3076923076923077,3073.75,13319.583333333334,1,0,0
aria_cust_000154,Individual,1,,,,,,42.7,40-49,M,Married,United States,United States,51224,$30K-$60K,False,False,,False,2.3461538461538463,8583.076923076924,37193.333333333336,1,0,0
aria_cust_000155,Individual,1,,,,,,46.6,40-49,M,Married,United States,United States,59413,$30K-$60K,False,False,,False,3.25,12240.365384615385,53041.583333333336,1,1,0
aria_cust_000156,Individual,1,,,,,,58.5,50-59,F,Separated,United States,United States,54857,$30K-$60K,False,False,,False,1.3461538461538465,3593.9615384615386,15573.833333333334,1,1,0
aria_cust_000157,Individual,1,,,,,,42.6,40-49,U,Married,United States,United States,72350,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000158,Individual,1,,,,,,52.7,50-59,F,Widowed,United States,United States,106022,$100K-$150K,False,False,,False,,,,0,0,0
aria_cust_000159,Individual,1,,,,,,36.6,30-39,F,Single,United States,United States,27337,<$30K,False,False,,False,4.730769230769231,10732.307692307691,46506.66666666666,1,1,0
aria_cust_000160,Individual,1,,,,,,23.3,18-29,M,Single,Japan,Japan,35490,$30K-$60K,False,False,,False,1.1923076923076923,3540.230769230769,15341.0,1,1,0
aria_cust_000161,Individual,1,,,,,,36.6,30-39,M,Married,Russia,Russia,60708,$60K-$100K,False,False,,False,3.980769230769231,10681.51923076923,46286.583333333336,1,1,0
aria_cust_000162,Individual,1,,,,,,38.9,30-39,M,Single,United States,United States,32498,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000163,Individual,1,,,,,,26.7,18-29,F,Single,United States,United States,139320,$100K-$150K,False,False,,False,1.4615384615384617,1919.7884615384612,8319.083333333334,1,1,0
aria_cust_000164,Individual,1,,,,,,55.8,50-59,F,Single,Syria,Syria,83706,$60K-$100K,False,False,,False,3.692307692307693,7281.788461538462,31554.416666666668,1,1,0
aria_cust_000165,Individual,1,,,,,,32.0,30-39,M,Married,United States,United States,28832,<$30K,False,False,,False,2.4038461538461537,6557.2307692307695,28414.666666666668,1,0,0
aria_cust_000166,Individual,1,,,,,,44.7,40-49,M,Married,United States,United States,36943,$30K-$60K,False,False,,False,,,,0,0,0
aria_cust_000167,Individual,1,,,,,,32.0,30-39,F,Married,United States,United States,34779,$30K-$60K,False,False,,False,2.980769230769231,7522.5192307692305,32597.58333333333,1,0,0
aria_cust_000168,Individual,1,,,,,,58.0,50-59,M,Widowed,United States,United States,39883,$30K-$60K,False,False,,False,2.0576923076923075,7781.038461538462,33717.833333333336,1,1,0
aria_cust_000169,Individual,1,,,,,,36.2,30-39,F,Single,Germany,Germany,104510,$100K-$150K,False,False,,False,,,,0,0,0
aria_cust_000170,Individual,1,,,,,,39.5,30-39,M,Single,United States,United States,69463,$60K-$100K,False,False,,False,,,,0,0,0
aria_cust_000171,Individual,1,,,,,,44.3,40-49,M,Single,United States,United States,37084,$30K-$60K,False,False,,False,2.423076923076923,39761.557692307695,172300.08333333334,1,0,0
aria_cust_000172,Individual,1,,,,,,40.8,40-49,F,Separated,United States,United States,56907,$30K-$60K,False,False,,False,1.25,8697.557692307691,37689.41666666666,1,1,0
