customer_id,out_degree,in_degree,unique_banks_sent_to,unique_banks_rcvd_from,structuring_score,fan_out_score,txn_velocity,cross_bank_ratio,total_out_txns,total_out_amt,max_single_txn,avg_txn_amt
0214de09-e9d4-4bdd-92af-d5ea35c7513b,39,0,25,0,0.1795,0.0769,1.0541,0.5897,39,482068.12,27952.1,12360.72
02337a26-5615-4fa5-9774-b05fbfc31a0d,46,0,28,0,0.0652,0.087,1.0455,0.587,46,888413.46,59783.02,19313.34
0273a751-2655-427e-8315-661eef4af29f,52,0,31,0,0.0,0.0577,1.0,0.3654,52,2089683.75,119271.8,40186.23
028adc19-3b62-4e2a-aa88-f07df863a1e4,44,0,30,0,0.0,0.0682,1.0732,0.5,44,1725298.72,80362.8,39211.33
02d23d68-836c-4850-afad-6c12744afb09,50,0,30,0,0.0,0.0588,1.0851,0.5294,51,3904701.38,220174.94,76562.77
02db2078-685c-4915-9465-c052e09cb715,49,0,33,0,0.0,0.0816,1.0426,0.449,49,3632997.08,164044.59,74142.8
02e1528c-98be-4eec-91c0-baeb22c84115,58,0,32,0,0.0,0.0508,1.0536,0.6102,59,1574012.99,65340.72,26678.19
02f79979-7fe2-4d70-a10c-c4235f771566,46,0,31,0,0.0,0.0851,1.0682,0.5745,47,1689934.33,87689.58,35956.05
03091056-f3d8-41f4-b2e9-83218b11445c,48,0,31,0,0.0,0.0612,1.0208,0.5102,49,5634028.26,255567.06,114980.17
0349cda4-6463-429e-9bc9-54efac34114b,59,0,27,0,0.0,0.0833,1.0714,0.5667,60,5199331.9,192346.96,86655.53
034fa4ea-a6b0-4821-88b2-a2f27702fcdd,49,0,28,0,0.0204,0.0612,1.0889,0.4898,49,1639666.62,93460.78,33462.58
0362f0d4-7f03-4563-955b-118f75bd2414,39,0,24,0,0.0,0.0769,1.0541,0.4359,39,2863952.3,197575.82,73434.67
0379be15-74ea-416b-9a8d-102aa7942137,57,0,28,0,0.0169,0.0678,1.0727,0.5424,59,1285157.96,56577.09,21782.34
037a360f-6aeb-495f-ba7d-d51312e9792a,51,0,29,0,0.0,0.0769,1.0,0.5,52,4791821.17,217854.56,92150.41
037b3165-e4aa-4eed-8732-40099475aee7,61,0,31,0,0.0,0.0492,1.0167,0.5082,61,138834.16,5724.82,2275.97
039484c3-caec-4e1a-ad95-f91ea9f7c4cf,38,0,22,0,0.0,0.0789,1.0556,0.5789,38,4336999.79,415529.15,114131.57
0397fe3c-a1d7-481a-90b9-66e42bba6b71,60,0,33,0,0.0484,0.0484,1.1273,0.4516,62,2631191.63,118975.51,42438.57
039d26db-82dd-4b4f-bc19-177c49340209,57,0,34,0,0.0,0.0678,1.0536,0.5254,59,3070470.33,112380.65,52041.87
03a909a8-3d3b-467d-b80b-88844517835c,48,0,27,0,0.0816,0.0612,1.0,0.449,49,590203.16,35381.3,12044.96
03b029b4-858b-4cbe-b104-85f295ce6a6d,53,0,30,0,0.2642,0.0943,1.0816,0.434,53,508853.67,18509.6,9601.01
03c1146a-2ca5-4bbc-9288-98e6411ca2c5,45,0,26,0,0.0,0.0638,1.0682,0.383,47,3432683.74,239060.75,73035.82
03d02db3-9bc5-4621-963c-d38785fbed69,45,0,24,0,0.0,0.0652,1.0455,0.5652,46,106459.26,5505.83,2314.33
040c0d59-64ce-4b2b-ac9d-9d42216b0e9e,59,0,27,0,0.0,0.0678,1.0727,0.4237,59,4636265.71,306529.94,78580.77
0425a8f1-3b83-4526-929b-0f43a84620be,54,0,29,0,0.0,0.0556,1.08,0.5926,54,6051.46,284.56,112.06
04367b5a-9a48-4f79-9f86-6e3aff236b72,52,0,28,0,0.0,0.0577,1.1064,0.5192,52,4135714.3,220836.87,79532.97
04533a35-cffb-45cf-b46a-805a89d2af57,44,0,26,0,0.0,0.0682,1.0233,0.3409,44,1396712.62,90777.86,31743.47
04556d7e-afd7-4645-a0d5-306b82beb944,46,0,26,0,0.0,0.0638,1.093,0.6596,47,5782175.81,335614.39,123025.02
045b4537-01ac-4a25-80c4-c7d2a15b5397,48,0,26,0,0.0,0.0612,1.0208,0.5102,49,3223581.92,264995.84,65787.39
0464a1f4-e21f-45a5-9b19-417554d85243,55,0,27,0,0.0,0.0545,1.0377,0.5091,55,2784739.75,154544.26,50631.63
04712bbb-c5a3-4962-9e2f-768138f2829e,53,0,26,0,0.0,0.0566,1.0392,0.6038,53,7365178.94,315732.39,138965.64
04e5d355-4148-4702-b759-1c42fdf5e320,51,0,31,0,0.0,0.2549,1.275,0.5294,51,3466500.74,221693.6,67970.6
04ea48d7-92f7-4c0f-93e8-5a980568a16c,37,0,24,0,0.0,0.0541,1.0278,0.5946,37,1937437.37,238762.16,52363.17
0532403e-b732-4c80-ada1-161d30fce210,54,0,31,0,0.0,0.0741,1.102,0.4259,54,4429306.72,194266.51,82024.2
053bb807-27e0-4c49-a898-a7d469ef66fb,48,0,24,0,0.1667,0.0625,1.0213,0.5417,48,616025.9,33367.66,12833.87
05418e75-ae50-434d-9a17-5f3ee814b4cf,45,0,26,0,0.0,0.0889,1.0976,0.5111,45,4037920.6,186092.9,89731.57
0559ded1-9d45-499b-90b9-49c1340d8905,57,0,29,0,0.0,0.069,1.0545,0.3276,58,3992729.07,195980.05,68840.16
05690d5b-c5b8-4395-bdd0-90d90b2044b3,41,0,27,0,0.0,0.0488,1.025,0.439,41,1257214.13,71205.07,30663.76
059296ee-ef5a-48fb-9757-8f483c911d3b,55,0,29,0,0.0,0.0714,1.0769,0.5179,56,5145795.72,179811.16,91889.21
059eaa33-847f-4591-b23e-8870557accbd,56,0,28,0,0.0,0.0536,1.037,0.5536,56,2032715.2,138578.05,36298.49
05a60659-d4f0-4f6f-97a1-6c0d9fafe735,48,0,26,0,0.0625,0.0833,1.0667,0.3542,48,909378.23,51432.76,18945.38
05a616ab-a112-4e02-a4b0-755f05bde33d,54,0,28,0,0.0,0.0556,1.0588,0.537,54,3659642.52,219607.61,67771.16
05fcfb5d-fd5d-4021-affd-c8853f8a0f9a,47,0,28,0,0.0,0.102,1.0426,0.6122,49,49300.75,4075.53,1006.14
061efd1c-4cf1-44d9-a1db-f0e6644174e2,57,0,31,0,0.0,0.0678,1.0926,0.5254,59,2120544.42,111298.94,35941.43
061f9892-59dc-4828-a510-62cac9da1b00,58,0,32,0,0.0339,0.0678,1.0926,0.5932,59,213051.55,11282.1,3611.04
062964d2-f748-4e18-9468-dd9fbc2e7263,57,0,31,0,0.0,0.1356,1.18,0.5593,59,2924683.48,160756.99,49570.91
062e92fd-b066-4c33-9f82-0c250bdd528a,58,0,29,0,0.0,0.069,1.1373,0.6724,58,11439725.96,469931.95,197236.65
06438a35-8c0c-4420-8b72-279127ea7476,44,0,26,0,0.0227,0.0909,1.0233,0.6591,44,179019.37,8587.16,4068.62
064cb73b-9902-414f-ada8-7a198ccae5e3,56,0,30,0,0.0893,0.0536,1.037,0.5,56,1086329.02,42820.31,19398.73
06588cb2-5b97-4938-91b3-bde51f212b2d,49,0,26,0,0.0,0.08,1.1111,0.5,50,197259.18,7762.61,3945.18
0658c56b-da9d-4579-bdee-bf617bdfd727,43,0,23,0,0.0667,0.0667,1.125,0.5778,45,247898.66,13157.84,5508.86
0670520f-e961-458e-b5f4-9590e4c26a46,62,0,28,0,0.0,0.0635,1.0862,0.5238,63,2388318.72,104217.43,37909.82
0691925b-1e1c-4dff-96c3-e26f316deb7a,53,0,29,0,0.0,0.0755,1.1042,0.3774,53,3665535.36,191567.36,69161.04
069cdfb7-78a8-4328-b828-779165b9caf0,48,0,26,0,0.0,0.0625,1.0,0.5833,48,3311290.77,156771.55,68985.22
06a92ddc-3d75-4ec7-b894-a833f045dde0,48,0,31,0,0.0,0.0612,1.0426,0.5102,49,2951165.97,130765.72,60227.88
06b7f327-e41f-4ce8-9804-5cc1b0bc3d60,55,0,29,0,0.0,0.0714,1.1429,0.4643,56,6308.12,375.63,112.64
06cec5d9-0a20-41e6-b157-98da2baeee81,56,0,26,0,0.0,0.0536,1.0566,0.5,56,4316491.81,207834.76,77080.21
06d32636-bc75-4e90-8945-19fc2bb5bea7,57,0,33,0,0.0,0.0702,1.0962,0.5263,57,3643153.67,174156.31,63914.98
0704d372-e8d6-4bef-8599-f79eb405e531,34,0,20,0,0.0,0.0882,1.0303,0.4706,34,86584224.01,7650299.86,2546594.82
07216dc7-0be1-4fd0-b91a-fc8f6eded613,61,0,34,0,0.0328,0.0492,1.0517,0.4426,61,1428503.82,67440.14,23418.1
07294826-9bb1-42f9-b493-987010fd0f62,53,0,29,0,0.0,0.0556,1.0588,0.4444,54,4191970.23,238597.35,77629.08
074b6dac-9159-4bbd-9cb0-e0205ef533ae,49,0,32,0,0.0,0.0816,1.0426,0.449,49,8119441.35,414424.41,165702.88
07545d05-0a01-49cf-af3e-68f77e7d8e81,46,0,26,0,0.1064,0.0638,1.0682,0.4043,47,681332.61,36977.37,14496.44
07574166-bd80-471a-971e-f88db2113ebe,44,0,30,0,0.0,0.0682,1.0476,0.4545,44,4431573.49,287833.53,100717.58
07605769-e18e-48fe-86b8-169d6ee339b7,49,0,30,0,0.0,0.06,1.1111,0.48,50,5669371.47,256300.25,113387.43
07709e94-163e-4a14-b3cd-0c7bcf953a25,50,0,32,0,0.0,0.08,1.087,0.48,50,2841493.67,168120.82,56829.87
07a630a2-1e11-4e4f-9e8b-10211d48f05b,59,0,28,0,0.0,0.05,1.0909,0.5,60,4827739.57,203085.51,80462.33
07b4085d-0e72-411d-a2f4-d88de0463952,48,0,27,0,0.0,0.0625,1.0667,0.5417,48,6540423.14,368442.65,136258.82
07c7d03e-4c5e-4bc9-9f6a-5d1a58e67304,46,0,26,0,0.0217,0.087,1.0952,0.5217,46,1647730.85,128904.93,35820.24
07d03cdf-36d5-4175-8de1-6fe76f6d3ca1,45,0,27,0,0.0,0.0667,1.0227,0.4444,45,1924720.0,97246.46,42771.56
07d4f8f7-bfa3-4716-bfef-ef4093e3c7ca,45,0,26,0,0.0444,0.0889,1.0227,0.6222,45,1043364.17,62047.93,23185.87
07eaf50e-5e56-495e-8254-9691a5b3c41b,63,0,31,0,0.0,0.0615,1.0656,0.4,65,16347063.85,679808.04,251493.29
07fd1f30-4348-4a70-8379-3fb9f8ff472f,69,0,29,0,0.0,0.1,1.2069,0.5714,70,105670.1,3070.1,1509.57
080e8aab-ebc7-4d80-8a9b-5cd4ddc50620,39,0,26,0,0.0,0.075,1.1111,0.525,40,4203343.16,305328.85,105083.58
08288645-2584-4bfb-bfbc-f1f051449275,54,0,29,0,0.0,0.0556,1.0385,0.4815,54,3043256.29,149640.26,56356.6
0829d322-e7e3-43b5-a250-522234c289fe,67,0,33,0,0.0,0.0746,1.0984,0.5224,67,3453698.02,150421.82,51547.73
0835546c-efc3-47fd-8993-f0244ee623aa,53,0,30,0,0.0,0.0755,1.1042,0.5094,53,7203915.41,386563.52,135922.93
08473bcb-56a5-4023-9df0-6bebfd71a251,52,0,27,0,0.0,0.0741,1.1489,0.3704,54,7996020.92,379803.87,148074.46
086ce009-7ca6-43e6-ad98-e8da82d9bec2,44,0,23,0,0.0,0.0889,1.0976,0.4444,45,6183.32,405.7,137.41
087904eb-22d8-436c-9be7-c3d1a1f75351,68,0,34,0,0.0,0.0735,1.1724,0.5441,68,92419.34,3665.73,1359.11
088751ac-57a1-4ae8-87cd-5955ba2c0e0d,63,0,31,0,0.0,0.0635,1.0678,0.5238,63,2568747.37,127802.86,40773.77
08a86135-758e-4ffe-9213-ccf6e7f1974d,67,0,29,0,0.0,0.0588,1.0625,0.4265,68,139620.94,7032.75,2053.25
08aca76b-ee2e-40e6-9111-532b3d16f881,55,0,32,0,0.0,0.0727,1.2222,0.4727,55,2488730.5,133961.05,45249.65
08b2a922-3d05-43f2-919e-87351bd054d6,66,0,35,0,0.0,0.0455,1.082,0.5152,66,37779.63,1834.15,572.42
08c77cac-8152-4b38-b279-fb93b5da845b,47,0,27,0,0.0,0.0638,1.0217,0.5319,47,6425756.33,359326.8,136718.22
08c93569-a7ff-40e8-8710-105c1035a7c9,52,0,30,0,0.0,0.0769,1.04,0.4423,52,2530402.2,106659.49,48661.58
08e115ad-e912-4dcb-8435-28e438b1417d,56,0,31,0,0.1754,0.0702,1.0962,0.5965,57,425951.44,15381.11,7472.83
08f04568-898e-4b3a-9953-cbbb3f9bdcfd,46,0,25,0,0.0,0.0652,1.122,0.587,46,4378383.15,257935.04,95182.24
09220cfd-6f78-4f15-96be-d163d02dd525,52,0,31,0,0.0,0.0962,1.0833,0.5577,52,7502335.19,356955.05,144275.68
092459d4-61c7-4f27-a365-752468e4c3e2,68,0,33,0,0.0,0.0588,1.1148,0.5441,68,38721.95,1436.15,569.44
09413a5f-ebcc-4869-b41e-ae1c49d996d3,55,0,28,0,0.1754,0.0526,1.0179,0.5439,57,427540.51,18238.5,7500.71
09447555-4404-4687-b3d5-a02e7241e0bd,45,0,24,0,0.0,0.087,1.0222,0.5,46,6036375.42,306766.47,131225.55
09577180-c224-4910-90d6-714407e06250,51,0,26,0,0.0,0.0784,1.0625,0.4902,51,3907403.7,226286.89,76615.76
096940da-8840-4697-9853-6de162b05b32,68,0,32,0,0.0,0.0714,1.1475,0.5143,70,6141445.15,293877.3,87734.93
09930e42-eb08-419f-97a8-6328d3a464a2,104,0,37,0,0.0571,0.0571,1.1538,0.5524,105,15359296.98,480345.69,146279.02
0996cac2-ec71-4ee5-9aee-34a9ba2db653,52,0,27,0,0.0943,0.0755,1.0816,0.5283,53,1847639.94,99343.17,34861.13
09b803a7-2d6d-431f-a092-26eea6157444,66,0,34,0,0.0758,0.0909,1.1379,0.4848,66,11466889.42,803431.18,173740.75
09ea0003-39d0-469e-9673-658530de9fc1,60,0,32,0,0.1167,0.0667,1.0526,0.45,60,1054665.89,43756.91,17577.76
0a072e91-9b91-409b-b4e0-d2cf0b0ca547,55,0,28,0,0.1754,0.0526,1.0364,0.614,57,639242.98,31520.55,11214.79
0a32b5ef-fc52-4ee7-90cc-63ca51bdcfe4,51,0,29,0,0.1731,0.0769,1.04,0.5,52,656620.41,43159.8,12627.32
0a544a49-0da0-44a1-afd9-b9b2499ec4e4,60,0,31,0,0.0,0.05,1.1321,0.6,60,6089564.74,271407.29,101492.75
0a5db454-a24f-40d6-8a25-0a26d0c2494b,79,0,36,0,0.0633,0.1392,1.2344,0.5823,79,3405965.46,140321.36,43113.49
0a7d42d2-2d26-421e-bcd4-487858c8c013,48,0,27,0,0.0417,0.0833,1.0667,0.5833,48,1218929.95,71190.8,25394.37
0a9f1ca5-2b65-433a-82ca-6d9d3f2cb6ae,46,0,25,0,0.1277,0.0638,1.0217,0.6383,47,600369.03,56906.41,12773.81
0ac1f653-5c14-486b-b993-9cef84428d63,53,0,29,0,0.0,0.0566,1.0816,0.5283,53,2994902.85,158748.41,56507.6
0ac747c5-643e-481c-9219-2c8c99ece728,60,0,33,0,0.1667,0.1,1.1111,0.5667,60,112270.96,9755.46,1871.18
0b084e57-6d50-4c76-9575-292eeae7cf03,52,0,32,0,0.0,0.0577,1.0196,0.5,52,9447659.19,533828.98,181685.75
0b23b882-1390-4ffb-b27f-06bfcbf96116,69,0,28,0,0.0,0.0563,1.0923,0.4648,71,8474861.09,343335.37,119364.24
0b24c8be-11d2-4ab2-9d84-c385cbb65361,58,0,31,0,0.0,0.1207,1.1154,0.5172,58,3062848.51,171879.02,52807.73
0b2d99f1-bdba-4c4f-92f9-c14b0af821ff,64,0,29,0,0.0,0.0469,1.0667,0.4844,64,4235331.14,162395.81,66177.05
0b2ddbd6-ea90-427d-ac57-b80ac08849f4,69,0,33,0,0.0,0.058,1.1129,0.5652,69,4063458.39,199656.13,58890.7
0b3607f8-33b2-4bc5-96fc-78fecf0f81a1,51,0,28,0,0.0196,0.0784,1.0851,0.4118,51,1085320.9,55024.66,21280.8
0b5f7684-21d4-473f-a061-ce425cd895f8,58,0,27,0,0.1356,0.0678,1.1346,0.4407,59,623657.55,32566.73,10570.47
0b624419-8f95-4434-822e-743f514b671d,53,0,27,0,0.0,0.0556,1.1489,0.3704,54,11366937.93,648914.07,210498.85
0b681cf6-ec78-45db-97b4-81a037b92daa,52,0,29,0,0.0769,0.0577,1.0833,0.5192,52,742442.29,36936.13,14277.74
0b6dfccf-63ed-40b5-b3a0-600debcd9138,59,0,29,0,0.0,0.0667,1.0909,0.5667,60,2131355.19,143349.47,35522.59
0b6efc82-aa7e-4dbf-855b-2901df3220fd,50,0,30,0,0.0,0.0784,1.0851,0.5686,51,3343628.97,198422.42,65561.35
0b7398dd-e6c1-49e5-b69c-1cce3a9b506c,45,0,26,0,0.0,0.0889,1.125,0.5333,45,7035949.02,417708.04,156354.42
0b7d0417-32e0-4ce4-a22a-16ede0ae2a45,50,0,26,0,0.1,0.06,1.0417,0.52,50,972316.3,41151.36,19446.33
0b8211d0-a1cb-4357-bef6-3cfe4a9ef08d,47,0,27,0,0.1277,0.0638,1.0682,0.5106,47,729422.85,95499.38,15519.64
0b82d1ae-f650-47c3-8fde-8d2eed3ffc7e,71,0,35,0,0.0,0.0986,1.1833,0.4648,71,5842824.96,226520.07,82293.31
0b8bb93b-a1b0-4c3b-9220-6dfd68d9b220,51,0,26,0,0.0769,0.0769,1.0612,0.5,52,1059355.62,72199.74,20372.22
0ba180ea-cdfa-4e33-bd38-c8adb5fb19b0,61,0,30,0,0.0,0.0492,1.0517,0.4262,61,2438450.8,129382.94,39974.6
0bda9111-8fb4-458d-b431-6f12e544146d,45,0,28,0,0.2,0.0667,1.0465,0.5778,45,484780.36,26128.75,10772.9
0bde43e7-27b3-4ebd-bb98-6212e98f6c46,57,0,34,0,0.1053,0.0526,1.0364,0.4912,57,902382.47,58668.85,15831.27
0be22bae-9159-4533-8997-5248ea6a75ef,54,0,29,0,0.0556,0.0741,1.08,0.4259,54,1560827.43,76201.66,28904.21
0be7b29e-7f3e-478f-a0b5-0cb3ade38812,58,0,31,0,0.1724,0.1379,1.1837,0.4828,58,483000.95,28777.46,8327.6
0bee08b2-5a56-4e05-8ef5-be8f39e181c8,52,0,31,0,0.0,0.0962,1.0612,0.5385,52,6550906.31,324628.73,125978.97
0bf49f1f-9d3a-4421-a6f0-808d01ca4e81,62,0,31,0,0.129,0.0968,1.1273,0.5645,62,12985150.78,710005.95,209437.92
0bf98c76-2fcb-4c90-ba23-ae887e70c5b4,40,0,22,0,0.0,0.05,1.0256,0.55,40,1281869.27,83439.01,32046.73
0bfbae4a-042e-4074-aee4-25c065f996ba,46,0,28,0,0.0217,0.0652,1.0698,0.5217,46,1240037.45,60994.55,26957.34
0c0f2b40-874a-4e52-9e8b-ccaf96aba098,46,0,29,0,0.1489,0.0851,1.0682,0.5106,47,350819.07,19036.69,7464.24
0c1260b2-6260-4aaa-a741-ac9af087d794,43,0,23,0,0.1395,0.0698,1.0238,0.3953,43,473482.99,20983.56,11011.23
0c17f7f3-b68a-4c55-abe9-7facf7d3cbf8,62,0,35,0,0.0,0.1452,1.24,0.4839,62,3766656.28,231397.77,60752.52
0c2734aa-8a6b-4661-8949-56c19dc177c4,56,0,32,0,0.0,0.0714,1.0769,0.5536,56,1922164.93,73050.04,34324.37
0c75ad1f-0c1d-4494-9b77-b3c949da09f1,66,0,31,0,0.1212,0.0909,1.0645,0.4394,66,4805999.4,404859.27,72818.17
0c7b7a9e-7bb1-496d-969e-4c0e473c9a6e,59,0,29,0,0.1017,0.0678,1.1569,0.5593,59,312965.88,14430.5,5304.51
0c84b5ec-2ec0-423a-82c8-0d7d4d72fd82,58,0,32,0,0.0,0.069,1.0357,0.5517,58,8870509.03,532182.65,152939.81
0c925393-6f3f-45bb-813a-2f6ad4500d8d,54,0,29,0,0.0,0.0741,1.0588,0.537,54,3723518.65,194742.9,68954.05
0c929a58-1fe7-42ce-8494-234a17a5d6ee,51,0,24,0,0.0,0.0577,1.0612,0.5192,52,6243.33,364.59,120.06
0cbad885-7c9d-494d-ae77-a18b40034c47,59,0,34,0,0.0,0.1186,1.2041,0.5763,59,152638.02,5044.74,2587.09
0cc0b30a-f471-4a44-ac62-c87e9095b138,52,0,29,0,0.0,0.0755,1.0392,0.566,53,14437.52,789.9,272.41
0cd83d5c-56f6-4eb4-a263-741257ddc814,53,0,32,0,0.1132,0.0755,1.1277,0.5283,53,642043.49,31111.84,12114.03
0ce92588-35e9-4921-bf06-c042f2690070,46,0,26,0,0.0,0.1087,1.122,0.4783,46,2971429.59,187074.33,64596.3
0d0239db-1d7e-4268-b5a3-6c7b7f4e5cad,36,0,21,0,0.0,0.0833,1.0286,0.3056,36,8107341.17,708211.99,225203.92
0d150ba8-77b7-41f7-a09f-a33ea403a180,43,0,24,0,0.0,0.093,1.1026,0.5349,43,6328507.09,356718.08,147174.58
0d165afa-c213-40f0-8c5f-ef18f91a18ff,51,0,29,0,0.0192,0.0769,1.1304,0.4615,52,1821473.17,137512.69,35028.33
0d251836-733d-420a-9bc4-1b166efb8214,56,0,29,0,0.0357,0.0714,1.0769,0.4107,56,1251533.05,64549.42,22348.8
0d2c02e9-2273-48c8-a1d6-16dc7d67dd82,52,0,30,0,0.0,0.0769,1.04,0.5577,52,5491976.88,246200.44,105614.94
0d39be1d-748c-40e3-bd48-f25a2db8601d,42,0,27,0,0.0,0.0714,1.0,0.4762,42,6588656.21,451821.77,156872.77
0d5ce9e0-4f8d-476c-8eb9-c06d22351004,55,0,29,0,0.0,0.0727,1.0577,0.5455,55,5991686.95,329224.67,108939.76
0d6fd5b4-662a-4b52-be2b-fe7aed97a14d,48,0,26,0,0.125,0.0417,1.0435,0.6042,48,366969.9,21672.13,7645.21
0d82b0ec-ae4d-4d61-90e7-e276e58f2ca4,57,0,34,0,0.0,0.0517,1.0545,0.569,58,2971234.02,131351.4,51228.17
0d8bd364-dc41-4cb8-b1fe-9f75267e138c,52,0,30,0,0.0,0.0769,1.0612,0.5192,52,8031154.02,382442.53,154445.27
0d96f23e-3255-4b25-b49b-4b09b8970a87,45,0,26,0,0.0217,0.0435,1.0222,0.587,46,1354705.95,66370.68,29450.13
0dea1ad0-ee68-48f7-b197-7c4c7fb26749,49,0,28,0,0.0,0.0612,1.0208,0.4082,49,17713734.16,795424.95,361504.78
0e28355a-0539-48d7-837c-1cf7e1231ab7,48,0,30,0,0.0,0.0833,1.1429,0.5625,48,3532373.18,151810.91,73591.11
0e37bb34-5dee-4f72-b3b3-6622be726095,58,0,26,0,0.0,0.0678,1.0727,0.678,59,133428.12,5975.61,2261.49
0e7a1546-b057-497b-88ad-ba736a960760,57,0,31,0,0.0,0.0517,1.0545,0.3793,58,3825761.24,148464.44,65961.4
0e9ff458-d09f-4d1a-a370-2fc345e54203,53,0,28,0,0.0,0.0556,1.0588,0.4444,54,33780472.97,2552527.63,625564.31
0ea3a219-6338-4879-aee9-3d73e4711461,53,0,29,0,0.0185,0.0741,1.0588,0.463,54,1818444.32,74647.97,33674.89
0ea9ee12-dd66-48ef-86c5-7c5381c6a399,64,0,32,0,0.0,0.0923,1.0656,0.5846,65,6262515.34,198426.25,96346.39
0f0fa886-b2c5-4397-814f-0be53452f623,37,0,24,0,0.0,0.1081,1.0882,0.4324,37,3072546.26,435011.74,83041.79
0f24a1f3-a03e-48cf-8348-3892114a9a9a,47,0,29,0,0.0208,0.1042,1.0909,0.4375,48,1932276.46,72280.44,40255.76
0f4b71bd-54f2-4440-a096-ea253f9d3674,55,0,27,0,0.1273,0.0545,1.0377,0.4727,55,405922.56,20262.84,7380.41
0f6532e8-cb7c-475a-84b2-4835f0a12d6f,53,0,30,0,0.0,0.1296,1.2273,0.5556,54,5442289.0,290149.91,100783.13
0f758557-bb3c-4714-916f-3d03f13a99cc,58,0,31,0,0.1552,0.0517,1.16,0.4828,58,446720.19,24364.57,7702.07
0fbbb307-8e79-4e8d-b070-f1270c017475,60,0,30,0,0.0,0.0833,1.1111,0.55,60,7292947.05,275609.86,121549.12
0fc13f41-9469-4f1a-97e8-851c0f3c46bb,44,0,29,0,0.0,0.0889,1.0714,0.5556,45,3124906.96,156820.13,69442.38
0fc9e694-b981-4a37-8406-69adb31aa490,60,0,31,0,0.0167,0.05,1.0909,0.5333,60,2943279.66,108067.74,49054.66
1011f3be-a658-448a-bb1b-060aaa3af92f,54,0,31,0,0.0185,0.0556,1.0385,0.4815,54,1614287.57,87705.31,29894.21
101f6503-b6d3-4c0d-a7c8-82b4b2c36f32,47,0,25,0,0.0,0.0833,1.0667,0.3958,48,6253364.33,362449.65,130278.42
1022e81c-d4d8-417d-bd41-760a64e09ef7,57,0,31,0,0.0,0.0702,1.1176,0.5439,57,9419281.56,485545.46,165250.55
